Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeSeconds,Race,Year,RoundNumber
0 days 01:26:03.449000,HAM,44,0 days 00:02:20.418000,6.0,4.0,,,0 days 00:00:43.910000,0 days 00:00:34.755000,0 days 00:01:01.753000,0 days 01:24:27.033000,0 days 01:25:01.788000,0 days 01:26:03.541000,118.0,246.0,213.0,196.0,True,INTERMEDIATE,6.0,False,Ferrari,0 days 01:23:43.031000,2025-03-16 04:31:05.650,4,8.0,False,,False,False,140.418,Australian Grand Prix,2025,1
0 days 01:28:10.947000,HAM,44,0 days 00:02:07.498000,7.0,4.0,,,0 days 00:00:42.591000,0 days 00:00:30.377000,0 days 00:00:54.530000,0 days 01:26:46.132000,0 days 01:27:16.509000,0 days 01:28:11.039000,127.0,166.0,277.0,212.0,True,INTERMEDIATE,7.0,False,Ferrari,0 days 01:26:03.449000,2025-03-16 04:33:26.068,41,8.0,False,,False,False,127.498,Australian Grand Prix,2025,1
0 days 01:29:49.258000,HAM,44,0 days 00:01:38.311000,8.0,4.0,,,0 days 00:00:35.572000,0 days 00:00:20.255000,0 days 00:00:42.484000,0 days 01:28:46.611000,0 days 01:29:06.866000,0 days 01:29:49.350000,249.0,301.0,279.0,230.0,True,INTERMEDIATE,8.0,False,Ferrari,0 days 01:28:10.947000,2025-03-16 04:35:33.566,1,8.0,False,,False,True,98.311,Australian Grand Prix,2025,1
0 days 01:31:25.500000,HAM,44,0 days 00:01:36.242000,9.0,4.0,,,0 days 00:00:34.554000,0 days 00:00:19.882000,0 days 00:00:41.806000,0 days 01:30:23.904000,0 days 01:30:43.786000,0 days 01:31:25.592000,257.0,305.0,281.0,240.0,True,INTERMEDIATE,9.0,False,Ferrari,0 days 01:29:49.258000,2025-03-16 04:37:11.877,1,8.0,False,,False,True,96.242,Australian Grand Prix,2025,1
0 days 01:33:00.607000,HAM,44,0 days 00:01:35.107000,10.0,4.0,,,0 days 00:00:33.954000,0 days 00:00:19.890000,0 days 00:00:41.263000,0 days 01:31:59.546000,0 days 01:32:19.436000,0 days 01:33:00.699000,258.0,297.0,280.0,246.0,True,INTERMEDIATE,10.0,False,Ferrari,0 days 01:31:25.500000,2025-03-16 04:38:48.119,1,8.0,False,,False,True,95.107,Australian Grand Prix,2025,1
0 days 01:34:34.906000,HAM,44,0 days 00:01:34.299000,11.0,4.0,,,0 days 00:00:33.496000,0 days 00:00:19.828000,0 days 00:00:40.975000,0 days 01:33:34.195000,0 days 01:33:54.023000,0 days 01:34:34.998000,262.0,297.0,278.0,258.0,True,INTERMEDIATE,11.0,False,Ferrari,0 days 01:33:00.607000,2025-03-16 04:40:23.226,1,8.0,False,,False,True,94.299,Australian Grand Prix,2025,1
0 days 01:36:08.161000,HAM,44,0 days 00:01:33.255000,12.0,4.0,,,0 days 00:00:33.410000,0 days 00:00:19.708000,0 days 00:00:40.137000,0 days 01:35:08.408000,0 days 01:35:28.116000,0 days 01:36:08.253000,,304.0,291.0,266.0,True,INTERMEDIATE,12.0,False,Ferrari,0 days 01:34:34.906000,2025-03-16 04:41:57.525,1,8.0,False,,False,True,93.255,Australian Grand Prix,2025,1
0 days 01:37:41.178000,HAM,44,0 days 00:01:33.017000,13.0,4.0,,,0 days 00:00:33.163000,0 days 00:00:19.171000,0 days 00:00:40.683000,0 days 01:36:41.416000,0 days 01:37:00.587000,0 days 01:37:41.270000,260.0,319.0,288.0,258.0,True,INTERMEDIATE,13.0,False,Ferrari,0 days 01:36:08.161000,2025-03-16 04:43:30.780,1,8.0,False,,False,True,93.017,Australian Grand Prix,2025,1
0 days 01:39:14.170000,HAM,44,0 days 00:01:32.992000,14.0,4.0,,,0 days 00:00:33.133000,0 days 00:00:19.416000,0 days 00:00:40.443000,0 days 01:38:14.403000,0 days 01:38:33.819000,0 days 01:39:14.262000,262.0,298.0,289.0,268.0,True,INTERMEDIATE,14.0,False,Ferrari,0 days 01:37:41.178000,2025-03-16 04:45:03.797,1,8.0,False,,False,True,92.992,Australian Grand Prix,2025,1
0 days 01:40:46.933000,HAM,44,0 days 00:01:32.763000,15.0,4.0,,,0 days 00:00:32.838000,0 days 00:00:19.117000,0 days 00:00:40.808000,0 days 01:39:47.100000,0 days 01:40:06.217000,0 days 01:40:47.025000,,315.0,288.0,270.0,True,INTERMEDIATE,15.0,False,Ferrari,0 days 01:39:14.170000,2025-03-16 04:46:36.789,1,8.0,False,,False,True,92.763,Australian Grand Prix,2025,1
0 days 01:42:19.682000,HAM,44,0 days 00:01:32.749000,16.0,4.0,,,0 days 00:00:32.938000,0 days 00:00:19.400000,0 days 00:00:40.411000,0 days 01:41:19.963000,0 days 01:41:39.363000,0 days 01:42:19.774000,,297.0,278.0,269.0,True,INTERMEDIATE,16.0,False,Ferrari,0 days 01:40:46.933000,2025-03-16 04:48:09.552,1,8.0,False,,False,True,92.749,Australian Grand Prix,2025,1
0 days 01:43:52.512000,HAM,44,0 days 00:01:32.830000,17.0,4.0,,,0 days 00:00:32.880000,0 days 00:00:19.229000,0 days 00:00:40.721000,0 days 01:42:52.654000,0 days 01:43:11.883000,0 days 01:43:52.604000,264.0,302.0,290.0,272.0,False,INTERMEDIATE,17.0,False,Ferrari,0 days 01:42:19.682000,2025-03-16 04:49:42.301,1,8.0,False,,False,True,92.83,Australian Grand Prix,2025,1
0 days 01:45:25.389000,HAM,44,0 days 00:01:32.877000,18.0,4.0,,,0 days 00:00:32.739000,0 days 00:00:18.926000,0 days 00:00:41.212000,0 days 01:44:25.343000,0 days 01:44:44.269000,0 days 01:45:25.481000,,321.0,289.0,267.0,False,INTERMEDIATE,18.0,False,Ferrari,0 days 01:43:52.512000,2025-03-16 04:51:15.131,1,8.0,False,,False,True,92.877,Australian Grand Prix,2025,1
0 days 01:46:58.303000,HAM,44,0 days 00:01:32.914000,19.0,4.0,,,0 days 00:00:33.121000,0 days 00:00:18.861000,0 days 00:00:40.932000,0 days 01:45:58.602000,0 days 01:46:17.463000,0 days 01:46:58.395000,261.0,317.0,282.0,273.0,False,INTERMEDIATE,19.0,False,Ferrari,0 days 01:45:25.389000,2025-03-16 04:52:48.008,1,8.0,False,,False,True,92.914,Australian Grand Prix,2025,1
0 days 01:48:30.644000,HAM,44,0 days 00:01:32.341000,20.0,4.0,,,0 days 00:00:33.025000,0 days 00:00:18.909000,0 days 00:00:40.407000,0 days 01:47:31.420000,0 days 01:47:50.329000,0 days 01:48:30.736000,262.0,311.0,291.0,272.0,True,INTERMEDIATE,20.0,False,Ferrari,0 days 01:46:58.303000,2025-03-16 04:54:20.922,1,8.0,False,,False,True,92.341,Australian Grand Prix,2025,1
0 days 01:50:02.723000,HAM,44,0 days 00:01:32.079000,21.0,4.0,,,0 days 00:00:32.861000,0 days 00:00:18.776000,0 days 00:00:40.442000,0 days 01:49:03.597000,0 days 01:49:22.373000,0 days 01:50:02.815000,269.0,322.0,289.0,281.0,True,INTERMEDIATE,21.0,False,Ferrari,0 days 01:48:30.644000,2025-03-16 04:55:53.263,1,8.0,False,,False,True,92.079,Australian Grand Prix,2025,1
0 days 01:51:34.764000,HAM,44,0 days 00:01:32.041000,22.0,4.0,,,0 days 00:00:32.551000,0 days 00:00:18.800000,0 days 00:00:40.690000,0 days 01:50:35.366000,0 days 01:50:54.166000,0 days 01:51:34.856000,262.0,322.0,292.0,,True,INTERMEDIATE,22.0,False,Ferrari,0 days 01:50:02.723000,2025-03-16 04:57:25.342,1,8.0,False,,False,True,92.041,Australian Grand Prix,2025,1
0 days 01:53:06.535000,HAM,44,0 days 00:01:31.771000,23.0,4.0,,,0 days 00:00:32.677000,0 days 00:00:18.806000,0 days 00:00:40.288000,0 days 01:52:07.533000,0 days 01:52:26.339000,0 days 01:53:06.627000,266.0,320.0,292.0,289.0,True,INTERMEDIATE,23.0,False,Ferrari,0 days 01:51:34.764000,2025-03-16 04:58:57.383,1,8.0,False,,False,True,91.771,Australian Grand Prix,2025,1
0 days 01:54:38.387000,HAM,44,0 days 00:01:31.852000,24.0,4.0,,,0 days 00:00:32.592000,0 days 00:00:18.648000,0 days 00:00:40.612000,0 days 01:53:39.219000,0 days 01:53:57.867000,0 days 01:54:38.479000,267.0,321.0,293.0,283.0,False,INTERMEDIATE,24.0,False,Ferrari,0 days 01:53:06.535000,2025-03-16 05:00:29.154,1,8.0,False,,False,True,91.852,Australian Grand Prix,2025,1
0 days 01:56:09.247000,HAM,44,0 days 00:01:30.860000,25.0,4.0,,,0 days 00:00:32.254000,0 days 00:00:18.764000,0 days 00:00:39.842000,0 days 01:55:10.733000,0 days 01:55:29.497000,0 days 01:56:09.339000,265.0,320.0,293.0,284.0,True,INTERMEDIATE,25.0,False,Ferrari,0 days 01:54:38.387000,2025-03-16 05:02:01.006,1,8.0,False,,False,True,90.86,Australian Grand Prix,2025,1
0 days 01:57:40.549000,HAM,44,0 days 00:01:31.302000,26.0,4.0,,,0 days 00:00:32.531000,0 days 00:00:18.781000,0 days 00:00:39.990000,0 days 01:56:41.870000,0 days 01:57:00.651000,0 days 01:57:40.641000,266.0,324.0,293.0,286.0,False,INTERMEDIATE,26.0,False,Ferrari,0 days 01:56:09.247000,2025-03-16 05:03:31.866,1,8.0,False,,False,True,91.302,Australian Grand Prix,2025,1
0 days 01:59:11.304000,HAM,44,0 days 00:01:30.755000,27.0,4.0,,,0 days 00:00:32.184000,0 days 00:00:18.685000,0 days 00:00:39.886000,0 days 01:58:12.825000,0 days 01:58:31.510000,0 days 01:59:11.396000,265.0,324.0,293.0,296.0,True,INTERMEDIATE,27.0,False,Ferrari,0 days 01:57:40.549000,2025-03-16 05:05:03.168,1,8.0,False,,False,True,90.755,Australian Grand Prix,2025,1
0 days 02:00:41.447000,HAM,44,0 days 00:01:30.143000,28.0,4.0,,,0 days 00:00:31.957000,0 days 00:00:18.498000,0 days 00:00:39.688000,0 days 01:59:43.353000,0 days 02:00:01.851000,0 days 02:00:41.539000,268.0,322.0,294.0,293.0,True,INTERMEDIATE,28.0,False,Ferrari,0 days 01:59:11.304000,2025-03-16 05:06:33.923,1,8.0,False,,False,True,90.143,Australian Grand Prix,2025,1
0 days 02:02:11.574000,HAM,44,0 days 00:01:30.127000,29.0,4.0,,,0 days 00:00:31.912000,0 days 00:00:18.584000,0 days 00:00:39.631000,0 days 02:01:13.451000,0 days 02:01:32.035000,0 days 02:02:11.666000,,320.0,292.0,297.0,True,INTERMEDIATE,29.0,False,Ferrari,0 days 02:00:41.447000,2025-03-16 05:08:04.066,1,8.0,False,,False,True,90.127,Australian Grand Prix,2025,1
0 days 02:03:41.311000,HAM,44,0 days 00:01:29.737000,30.0,4.0,,,0 days 00:00:31.564000,0 days 00:00:18.460000,0 days 00:00:39.713000,0 days 02:02:43.230000,0 days 02:03:01.690000,0 days 02:03:41.403000,271.0,324.0,284.0,291.0,True,INTERMEDIATE,30.0,False,Ferrari,0 days 02:02:11.574000,2025-03-16 05:09:34.193,1,8.0,False,,False,True,89.737,Australian Grand Prix,2025,1
0 days 02:05:11.733000,HAM,44,0 days 00:01:30.422000,31.0,4.0,,,0 days 00:00:32.276000,0 days 00:00:18.942000,0 days 00:00:39.204000,0 days 02:04:13.679000,0 days 02:04:32.621000,0 days 02:05:11.825000,253.0,300.0,281.0,295.0,False,INTERMEDIATE,31.0,False,Ferrari,0 days 02:03:41.311000,2025-03-16 05:11:03.930,1,8.0,False,,False,True,90.422,Australian Grand Prix,2025,1
0 days 02:06:41.967000,HAM,44,0 days 00:01:30.234000,32.0,4.0,,,0 days 00:00:31.898000,0 days 00:00:19.330000,0 days 00:00:39.006000,0 days 02:05:43.723000,0 days 02:06:03.053000,0 days 02:06:42.059000,264.0,299.0,284.0,289.0,False,INTERMEDIATE,32.0,False,Ferrari,0 days 02:05:11.733000,2025-03-16 05:12:34.352,1,8.0,False,,False,True,90.234,Australian Grand Prix,2025,1
0 days 02:12:42.732000,HAM,44,0 days 00:01:43.401000,35.0,5.0,,,0 days 00:00:34.992000,0 days 00:00:28.283000,0 days 00:00:40.126000,0 days 02:11:34.415000,0 days 02:12:02.698000,0 days 02:12:42.824000,243.0,268.0,257.0,249.0,False,HARD,3.0,False,Ferrari,0 days 02:10:59.331000,2025-03-16 05:18:21.950,4,8.0,False,,False,False,103.401,Australian Grand Prix,2025,1
0 days 02:14:25.163000,HAM,44,0 days 00:01:42.431000,36.0,5.0,,,0 days 00:00:33.507000,0 days 00:00:30.249000,0 days 00:00:38.675000,0 days 02:13:16.331000,0 days 02:13:46.580000,0 days 02:14:25.255000,246.0,272.0,259.0,268.0,False,HARD,4.0,False,Ferrari,0 days 02:12:42.732000,2025-03-16 05:20:05.351,4,8.0,False,,False,False,102.431,Australian Grand Prix,2025,1
0 days 02:16:33.242000,HAM,44,0 days 00:02:08.079000,37.0,5.0,,,0 days 00:00:32.779000,0 days 00:00:30.772000,0 days 00:01:04.528000,0 days 02:14:58.034000,0 days 02:15:28.806000,0 days 02:16:33.334000,204.0,271.0,219.0,269.0,False,HARD,5.0,False,Ferrari,0 days 02:14:25.163000,2025-03-16 05:21:47.782,4,8.0,False,,False,False,128.079,Australian Grand Prix,2025,1
0 days 02:18:51.657000,HAM,44,0 days 00:02:18.415000,38.0,5.0,,,0 days 00:00:38.810000,0 days 00:00:40.044000,0 days 00:00:59.561000,0 days 02:17:12.144000,0 days 02:17:52.188000,0 days 02:18:51.749000,107.0,125.0,223.0,249.0,False,HARD,6.0,False,Ferrari,0 days 02:16:33.242000,2025-03-16 05:23:55.861,4,8.0,False,,False,False,138.415,Australian Grand Prix,2025,1
0 days 02:21:03.742000,HAM,44,0 days 00:02:12.085000,39.0,5.0,,,0 days 00:00:39.677000,0 days 00:00:36.230000,0 days 00:00:56.178000,0 days 02:19:31.426000,0 days 02:20:07.656000,0 days 02:21:03.834000,105.0,164.0,224.0,241.0,False,HARD,7.0,False,Ferrari,0 days 02:18:51.657000,2025-03-16 05:26:14.276,4,8.0,False,,False,False,132.085,Australian Grand Prix,2025,1
0 days 02:23:15.149000,HAM,44,0 days 00:02:11.407000,40.0,5.0,,,0 days 00:00:41.408000,0 days 00:00:35.213000,0 days 00:00:54.786000,0 days 02:21:45.242000,0 days 02:22:20.455000,0 days 02:23:15.241000,122.0,176.0,216.0,238.0,False,HARD,8.0,False,Ferrari,0 days 02:21:03.742000,2025-03-16 05:28:26.361,4,8.0,False,,False,False,131.407,Australian Grand Prix,2025,1
0 days 02:25:21.756000,HAM,44,0 days 00:02:06.607000,41.0,5.0,,,0 days 00:00:43.723000,0 days 00:00:28.691000,0 days 00:00:54.193000,0 days 02:23:58.964000,0 days 02:24:27.655000,0 days 02:25:21.848000,105.0,174.0,290.0,241.0,False,HARD,9.0,False,Ferrari,0 days 02:23:15.149000,2025-03-16 05:30:37.768,41,8.0,False,,False,False,126.607,Australian Grand Prix,2025,1
0 days 02:26:49.264000,HAM,44,0 days 00:01:27.508000,42.0,5.0,,,0 days 00:00:31.531000,0 days 00:00:19.059000,0 days 00:00:36.918000,0 days 02:25:53.379000,0 days 02:26:12.438000,0 days 02:26:49.356000,255.0,301.0,292.0,268.0,True,HARD,10.0,False,Ferrari,0 days 02:25:21.756000,2025-03-16 05:32:44.375,1,8.0,False,,False,True,87.508,Australian Grand Prix,2025,1
0 days 02:28:13.482000,HAM,44,0 days 00:01:24.218000,43.0,5.0,,,0 days 00:00:29.552000,0 days 00:00:18.475000,0 days 00:00:36.191000,0 days 02:27:18.908000,0 days 02:27:37.383000,0 days 02:28:13.574000,266.0,314.0,310.0,293.0,True,HARD,11.0,False,Ferrari,0 days 02:26:49.264000,2025-03-16 05:34:11.883,1,8.0,False,,False,True,84.218,Australian Grand Prix,2025,1
0 days 02:29:42.936000,HAM,44,0 days 00:01:29.454000,44.0,5.0,,,0 days 00:00:29.929000,0 days 00:00:18.440000,0 days 00:00:41.085000,0 days 02:28:43.503000,0 days 02:29:01.943000,0 days 02:29:43.028000,268.0,322.0,295.0,312.0,False,HARD,12.0,False,Ferrari,0 days 02:28:13.482000,2025-03-16 05:35:36.101,12,3.0,False,,False,True,89.454,Australian Grand Prix,2025,1
0 days 02:31:15.981000,HAM,44,0 days 00:01:33.045000,45.0,5.0,,,0 days 00:00:29.877000,0 days 00:00:18.836000,0 days 00:00:44.332000,0 days 02:30:12.905000,0 days 02:30:31.741000,0 days 02:31:16.073000,271.0,294.0,281.0,268.0,False,HARD,13.0,False,Ferrari,0 days 02:29:42.936000,2025-03-16 05:37:05.555,21,2.0,False,,False,True,93.045,Australian Grand Prix,2025,1
0 days 02:32:52.695000,HAM,44,0 days 00:01:36.714000,46.0,5.0,,,0 days 00:00:30.967000,0 days 00:00:19.082000,0 days 00:00:46.665000,0 days 02:31:47.040000,0 days 02:32:06.122000,0 days 02:32:52.787000,269.0,291.0,272.0,276.0,False,HARD,14.0,False,Ferrari,0 days 02:31:15.981000,2025-03-16 05:38:38.600,1,1.0,False,,False,True,96.714,Australian Grand Prix,2025,1
0 days 02:39:47.182000,HAM,44,0 days 00:02:24.575000,49.0,6.0,,,0 days 00:00:47.408000,0 days 00:00:32.622000,0 days 00:01:04.545000,0 days 02:38:10.107000,0 days 02:38:42.729000,0 days 02:39:47.274000,140.0,123.0,185.0,182.0,False,INTERMEDIATE,2.0,True,Ferrari,0 days 02:37:22.607000,2025-03-16 05:44:45.226,4,9.0,False,,False,False,144.575,Australian Grand Prix,2025,1
0 days 02:42:04.277000,HAM,44,0 days 00:02:17.095000,50.0,6.0,,,0 days 00:00:49.800000,0 days 00:00:29.673000,0 days 00:00:57.622000,0 days 02:40:37.074000,0 days 02:41:06.747000,0 days 02:42:04.369000,95.0,168.0,244.0,225.0,False,INTERMEDIATE,3.0,True,Ferrari,0 days 02:39:47.182000,2025-03-16 05:47:09.801,4,9.0,False,,False,False,137.095,Australian Grand Prix,2025,1
0 days 02:44:15.588000,HAM,44,0 days 00:02:11.311000,51.0,6.0,,,0 days 00:00:49.266000,0 days 00:00:25.650000,0 days 00:00:56.395000,0 days 02:42:53.635000,0 days 02:43:19.285000,0 days 02:44:15.680000,155.0,218.0,289.0,178.0,False,INTERMEDIATE,4.0,True,Ferrari,0 days 02:42:04.277000,2025-03-16 05:49:26.896,41,9.0,False,,False,False,131.311,Australian Grand Prix,2025,1
0 days 02:45:52.639000,HAM,44,0 days 00:01:37.051000,52.0,6.0,,,0 days 00:00:36.302000,0 days 00:00:19.305000,0 days 00:00:41.444000,0 days 02:44:51.982000,0 days 02:45:11.287000,0 days 02:45:52.731000,261.0,304.0,289.0,239.0,False,INTERMEDIATE,5.0,True,Ferrari,0 days 02:44:15.588000,2025-03-16 05:51:38.207,1,10.0,False,,False,True,97.051,Australian Grand Prix,2025,1
0 days 02:47:25.678000,HAM,44,0 days 00:01:33.039000,53.0,6.0,,,0 days 00:00:32.860000,0 days 00:00:18.860000,0 days 00:00:41.319000,0 days 02:46:25.591000,0 days 02:46:44.451000,0 days 02:47:25.770000,270.0,308.0,287.0,269.0,False,INTERMEDIATE,6.0,True,Ferrari,0 days 02:45:52.639000,2025-03-16 05:53:15.258,1,10.0,False,,False,True,93.039,Australian Grand Prix,2025,1
0 days 02:48:56.943000,HAM,44,0 days 00:01:31.265000,54.0,6.0,,,0 days 00:00:32.770000,0 days 00:00:18.803000,0 days 00:00:39.692000,0 days 02:47:58.540000,0 days 02:48:17.343000,0 days 02:48:57.035000,266.0,298.0,298.0,272.0,False,INTERMEDIATE,7.0,True,Ferrari,0 days 02:47:25.678000,2025-03-16 05:54:48.297,1,9.0,False,,False,True,91.265,Australian Grand Prix,2025,1
0 days 02:50:26.817000,HAM,44,0 days 00:01:29.874000,55.0,6.0,,,0 days 00:00:31.410000,0 days 00:00:18.451000,0 days 00:00:40.013000,0 days 02:49:28.445000,0 days 02:49:46.896000,0 days 02:50:26.909000,272.0,321.0,298.0,277.0,False,INTERMEDIATE,8.0,True,Ferrari,0 days 02:48:56.943000,2025-03-16 05:56:19.562,1,9.0,False,,False,True,89.874,Australian Grand Prix,2025,1
0 days 02:51:56.912000,HAM,44,0 days 00:01:30.095000,56.0,6.0,,,0 days 00:00:31.448000,0 days 00:00:18.823000,0 days 00:00:39.824000,0 days 02:50:58.357000,0 days 02:51:17.180000,0 days 02:51:57.004000,,300.0,288.0,280.0,False,INTERMEDIATE,9.0,True,Ferrari,0 days 02:50:26.817000,2025-03-16 05:57:49.436,1,9.0,False,,False,True,90.095,Australian Grand Prix,2025,1
0 days 02:53:29.330000,HAM,44,0 days 00:01:32.418000,57.0,6.0,,,0 days 00:00:31.658000,0 days 00:00:18.758000,0 days 00:00:42.002000,0 days 02:52:28.662000,0 days 02:52:47.420000,0 days 02:53:29.422000,,302.0,268.0,283.0,False,INTERMEDIATE,10.0,True,Ferrari,0 days 02:51:56.912000,2025-03-16 05:59:19.531,1,10.0,False,,False,True,92.418,Australian Grand Prix,2025,1
0 days 01:02:22.187000,HAM,44,0 days 00:01:38.172000,2.0,1.0,,,0 days 00:00:26.252000,0 days 00:00:29.761000,0 days 00:00:42.159000,0 days 01:01:10.209000,0 days 01:01:39.970000,0 days 01:02:22.129000,280.0,270.0,259.0,315.0,True,MEDIUM,2.0,True,Ferrari,0 days 01:00:44.015000,2025-03-23 07:05:19.850,1,4.0,False,,False,True,98.172,Chinese Grand Prix,2025,2
0 days 01:04:00.040000,HAM,44,0 days 00:01:37.853000,3.0,1.0,,,0 days 00:00:25.996000,0 days 00:00:29.701000,0 days 00:00:42.156000,0 days 01:02:48.125000,0 days 01:03:17.826000,0 days 01:03:59.982000,,272.0,260.0,317.0,True,MEDIUM,3.0,True,Ferrari,0 days 01:02:22.187000,2025-03-23 07:06:58.022,12,4.0,False,,False,True,97.853,Chinese Grand Prix,2025,2
0 days 01:05:38.127000,HAM,44,0 days 00:01:38.087000,4.0,1.0,,,0 days 00:00:26.163000,0 days 00:00:29.910000,0 days 00:00:42.014000,0 days 01:04:26.145000,0 days 01:04:56.055000,0 days 01:05:38.069000,279.0,270.0,258.0,318.0,False,MEDIUM,4.0,True,Ferrari,0 days 01:04:00.040000,2025-03-23 07:08:35.875,1,4.0,False,,False,True,98.087,Chinese Grand Prix,2025,2
0 days 01:07:15.929000,HAM,44,0 days 00:01:37.802000,5.0,1.0,,,0 days 00:00:26.196000,0 days 00:00:29.622000,0 days 00:00:41.984000,0 days 01:06:04.265000,0 days 01:06:33.887000,0 days 01:07:15.871000,277.0,268.0,260.0,314.0,True,MEDIUM,5.0,True,Ferrari,0 days 01:05:38.127000,2025-03-23 07:10:13.962,1,4.0,False,,False,True,97.802,Chinese Grand Prix,2025,2
0 days 01:08:54.150000,HAM,44,0 days 00:01:38.221000,6.0,1.0,,,0 days 00:00:26.113000,0 days 00:00:29.811000,0 days 00:00:42.297000,0 days 01:07:41.984000,0 days 01:08:11.795000,0 days 01:08:54.092000,281.0,273.0,259.0,316.0,False,MEDIUM,6.0,True,Ferrari,0 days 01:07:15.929000,2025-03-23 07:11:51.764,12,4.0,False,,False,True,98.221,Chinese Grand Prix,2025,2
0 days 01:10:33.016000,HAM,44,0 days 00:01:38.866000,7.0,1.0,,,0 days 00:00:26.444000,0 days 00:00:29.900000,0 days 00:00:42.522000,0 days 01:09:20.536000,0 days 01:09:50.436000,0 days 01:10:32.958000,276.0,268.0,255.0,315.0,False,MEDIUM,7.0,True,Ferrari,0 days 01:08:54.150000,2025-03-23 07:13:29.985,1,4.0,False,,False,True,98.866,Chinese Grand Prix,2025,2
0 days 01:12:11.668000,HAM,44,0 days 00:01:38.652000,8.0,1.0,,,0 days 00:00:26.419000,0 days 00:00:29.918000,0 days 00:00:42.315000,0 days 01:10:59.377000,0 days 01:11:29.295000,0 days 01:12:11.610000,,268.0,259.0,316.0,False,MEDIUM,8.0,True,Ferrari,0 days 01:10:33.016000,2025-03-23 07:15:08.851,1,4.0,False,,False,True,98.652,Chinese Grand Prix,2025,2
0 days 01:13:50.228000,HAM,44,0 days 00:01:38.560000,9.0,1.0,,,0 days 00:00:26.389000,0 days 00:00:30.005000,0 days 00:00:42.166000,0 days 01:12:37.999000,0 days 01:13:08.004000,0 days 01:13:50.170000,278.0,270.0,258.0,316.0,False,MEDIUM,9.0,True,Ferrari,0 days 01:12:11.668000,2025-03-23 07:16:47.503,1,4.0,False,,False,True,98.56,Chinese Grand Prix,2025,2
0 days 01:15:28.794000,HAM,44,0 days 00:01:38.566000,10.0,1.0,,,0 days 00:00:26.366000,0 days 00:00:29.960000,0 days 00:00:42.240000,0 days 01:14:16.536000,0 days 01:14:46.496000,0 days 01:15:28.736000,281.0,272.0,259.0,319.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:13:50.228000,2025-03-23 07:18:26.063,1,4.0,False,,False,True,98.566,Chinese Grand Prix,2025,2
0 days 01:17:07.299000,HAM,44,0 days 00:01:38.505000,11.0,1.0,,,0 days 00:00:26.330000,0 days 00:00:29.908000,0 days 00:00:42.267000,0 days 01:15:55.066000,0 days 01:16:24.974000,0 days 01:17:07.241000,279.0,270.0,259.0,317.0,False,MEDIUM,11.0,True,Ferrari,0 days 01:15:28.794000,2025-03-23 07:20:04.629,1,4.0,False,,False,True,98.505,Chinese Grand Prix,2025,2
0 days 01:18:46.029000,HAM,44,0 days 00:01:38.730000,12.0,1.0,,,0 days 00:00:26.289000,0 days 00:00:30.122000,0 days 00:00:42.319000,0 days 01:17:33.530000,0 days 01:18:03.652000,0 days 01:18:45.971000,,270.0,260.0,315.0,False,MEDIUM,12.0,True,Ferrari,0 days 01:17:07.299000,2025-03-23 07:21:43.134,1,4.0,False,,False,True,98.73,Chinese Grand Prix,2025,2
0 days 01:24:02.840000,HAM,44,0 days 00:01:37.695000,15.0,2.0,,,0 days 00:00:26.028000,0 days 00:00:29.825000,0 days 00:00:41.842000,0 days 01:22:51.115000,0 days 01:23:20.940000,0 days 01:24:02.782000,280.0,272.0,265.0,351.0,True,HARD,2.0,True,Ferrari,0 days 01:22:25.145000,2025-03-23 07:27:00.980,1,9.0,False,,False,True,97.695,Chinese Grand Prix,2025,2
0 days 01:25:40.782000,HAM,44,0 days 00:01:37.942000,16.0,2.0,,,0 days 00:00:26.008000,0 days 00:00:30.256000,0 days 00:00:41.678000,0 days 01:24:28.790000,0 days 01:24:59.046000,0 days 01:25:40.724000,284.0,272.0,260.0,343.0,False,HARD,3.0,True,Ferrari,0 days 01:24:02.840000,2025-03-23 07:28:38.675,1,7.0,False,,False,True,97.942,Chinese Grand Prix,2025,2
0 days 01:27:18.313000,HAM,44,0 days 00:01:37.531000,17.0,2.0,,,0 days 00:00:25.966000,0 days 00:00:29.631000,0 days 00:00:41.934000,0 days 01:26:06.690000,0 days 01:26:36.321000,0 days 01:27:18.255000,279.0,272.0,260.0,339.0,True,HARD,4.0,True,Ferrari,0 days 01:25:40.782000,2025-03-23 07:30:16.617,1,6.0,False,,False,True,97.531,Chinese Grand Prix,2025,2
0 days 01:28:56.147000,HAM,44,0 days 00:01:37.834000,18.0,2.0,,,0 days 00:00:26.052000,0 days 00:00:29.869000,0 days 00:00:41.913000,0 days 01:27:44.307000,0 days 01:28:14.176000,0 days 01:28:56.089000,280.0,271.0,260.0,338.0,False,HARD,5.0,True,Ferrari,0 days 01:27:18.313000,2025-03-23 07:31:54.148,1,5.0,False,,False,True,97.834,Chinese Grand Prix,2025,2
