Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeSeconds,Race,Year,RoundNumber
0 days 01:49:31.078000,HAM,44,0 days 00:01:16.080000,40.0,2.0,,,0 days 00:00:21.311000,0 days 00:00:23.955000,0 days 00:00:30.814000,0 days 01:48:36.308000,0 days 01:49:00.263000,0 days 01:49:31.077000,,284.0,283.0,311.0,False,HARD,25.0,True,Ferrari,0 days 01:48:14.998000,2025-06-15 18:53:20.053,1,7.0,False,,False,True,76.08,Canadian Grand Prix,2025,10
0 days 01:50:47.301000,HAM,44,0 days 00:01:16.223000,41.0,2.0,,,0 days 00:00:21.349000,0 days 00:00:24.071000,0 days 00:00:30.803000,0 days 01:49:52.426000,0 days 01:50:16.497000,0 days 01:50:47.300000,249.0,284.0,284.0,311.0,False,HARD,26.0,True,Ferrari,0 days 01:49:31.078000,2025-06-15 18:54:36.133,1,7.0,False,,False,True,76.223,Canadian Grand Prix,2025,10
0 days 01:52:03.892000,HAM,44,0 days 00:01:16.591000,42.0,2.0,,,0 days 00:00:21.352000,0 days 00:00:24.240000,0 days 00:00:30.999000,0 days 01:51:08.652000,0 days 01:51:32.892000,0 days 01:52:03.891000,251.0,283.0,283.0,310.0,False,HARD,27.0,True,Ferrari,0 days 01:50:47.301000,2025-06-15 18:55:52.356,1,7.0,False,,False,True,76.591,Canadian Grand Prix,2025,10
0 days 01:53:20.474000,HAM,44,0 days 00:01:16.582000,43.0,2.0,,,0 days 00:00:21.458000,0 days 00:00:24.077000,0 days 00:00:31.047000,0 days 01:52:25.349000,0 days 01:52:49.426000,0 days 01:53:20.473000,,285.0,284.0,311.0,False,HARD,28.0,True,Ferrari,0 days 01:52:03.892000,2025-06-15 18:57:08.947,1,7.0,False,,False,True,76.582,Canadian Grand Prix,2025,10
0 days 01:54:37.263000,HAM,44,0 days 00:01:16.789000,44.0,2.0,,,0 days 00:00:21.562000,0 days 00:00:24.257000,0 days 00:00:30.970000,0 days 01:53:42.035000,0 days 01:54:06.292000,0 days 01:54:37.262000,,282.0,283.0,308.0,False,HARD,29.0,True,Ferrari,0 days 01:53:20.474000,2025-06-15 18:58:25.529,1,7.0,False,,False,True,76.789,Canadian Grand Prix,2025,10
0 days 01:58:43.761000,HAM,44,0 days 00:01:15.728000,47.0,3.0,,,0 days 00:00:21.043000,0 days 00:00:23.922000,0 days 00:00:30.763000,0 days 01:57:49.075000,0 days 01:58:12.997000,0 days 01:58:43.760000,250.0,284.0,282.0,305.0,True,HARD,2.0,True,Ferrari,0 days 01:57:28.033000,2025-06-15 19:02:33.088,1,7.0,False,,False,True,75.728,Canadian Grand Prix,2025,10
0 days 02:00:00.586000,HAM,44,0 days 00:01:16.825000,48.0,3.0,,,0 days 00:00:21.392000,0 days 00:00:24.247000,0 days 00:00:31.186000,0 days 01:59:05.152000,0 days 01:59:29.399000,0 days 02:00:00.585000,241.0,265.0,282.0,305.0,False,HARD,3.0,True,Ferrari,0 days 01:58:43.761000,2025-06-15 19:03:48.816,12,7.0,False,,False,True,76.825,Canadian Grand Prix,2025,10
0 days 02:01:16.274000,HAM,44,0 days 00:01:15.688000,49.0,3.0,,,0 days 00:00:21.202000,0 days 00:00:23.956000,0 days 00:00:30.530000,0 days 02:00:21.787000,0 days 02:00:45.743000,0 days 02:01:16.273000,246.0,284.0,282.0,307.0,True,HARD,4.0,True,Ferrari,0 days 02:00:00.586000,2025-06-15 19:05:05.641,1,7.0,False,,False,True,75.688,Canadian Grand Prix,2025,10
0 days 02:02:31.810000,HAM,44,0 days 00:01:15.536000,50.0,3.0,,,0 days 00:00:21.095000,0 days 00:00:23.723000,0 days 00:00:30.718000,0 days 02:01:37.368000,0 days 02:02:01.091000,0 days 02:02:31.809000,250.0,284.0,282.0,307.0,True,HARD,5.0,True,Ferrari,0 days 02:01:16.274000,2025-06-15 19:06:21.329,1,7.0,False,,False,True,75.536,Canadian Grand Prix,2025,10
0 days 02:03:47.517000,HAM,44,0 days 00:01:15.707000,51.0,3.0,,,0 days 00:00:20.982000,0 days 00:00:23.937000,0 days 00:00:30.788000,0 days 02:02:52.791000,0 days 02:03:16.728000,0 days 02:03:47.516000,251.0,282.0,283.0,307.0,False,HARD,6.0,True,Ferrari,0 days 02:02:31.810000,2025-06-15 19:07:36.865,1,7.0,False,,False,True,75.707,Canadian Grand Prix,2025,10
0 days 02:05:03.185000,HAM,44,0 days 00:01:15.668000,52.0,3.0,,,0 days 00:00:21.069000,0 days 00:00:23.924000,0 days 00:00:30.675000,0 days 02:04:08.585000,0 days 02:04:32.509000,0 days 02:05:03.184000,,284.0,283.0,307.0,False,HARD,7.0,True,Ferrari,0 days 02:03:47.517000,2025-06-15 19:08:52.572,1,7.0,False,,False,True,75.668,Canadian Grand Prix,2025,10
0 days 02:06:18.481000,HAM,44,0 days 00:01:15.296000,53.0,3.0,,,0 days 00:00:21.050000,0 days 00:00:23.665000,0 days 00:00:30.581000,0 days 02:05:24.234000,0 days 02:05:47.899000,0 days 02:06:18.480000,,285.0,284.0,309.0,True,HARD,8.0,True,Ferrari,0 days 02:05:03.185000,2025-06-15 19:10:08.240,1,7.0,False,,False,True,75.296,Canadian Grand Prix,2025,10
0 days 02:07:33.898000,HAM,44,0 days 00:01:15.417000,54.0,3.0,,,0 days 00:00:21.049000,0 days 00:00:23.814000,0 days 00:00:30.554000,0 days 02:06:39.529000,0 days 02:07:03.343000,0 days 02:07:33.897000,252.0,284.0,283.0,308.0,False,HARD,9.0,True,Ferrari,0 days 02:06:18.481000,2025-06-15 19:11:23.536,1,7.0,False,,False,True,75.417,Canadian Grand Prix,2025,10
0 days 02:08:48.879000,HAM,44,0 days 00:01:14.981000,55.0,3.0,,,0 days 00:00:20.904000,0 days 00:00:23.713000,0 days 00:00:30.364000,0 days 02:07:54.801000,0 days 02:08:18.514000,0 days 02:08:48.878000,,285.0,284.0,309.0,True,HARD,10.0,True,Ferrari,0 days 02:07:33.898000,2025-06-15 19:12:38.953,1,7.0,False,,False,True,74.981,Canadian Grand Prix,2025,10
0 days 02:10:03.947000,HAM,44,0 days 00:01:15.068000,56.0,3.0,,,0 days 00:00:20.955000,0 days 00:00:23.712000,0 days 00:00:30.401000,0 days 02:09:09.833000,0 days 02:09:33.545000,0 days 02:10:03.946000,,284.0,284.0,308.0,False,HARD,11.0,True,Ferrari,0 days 02:08:48.879000,2025-06-15 19:13:53.934,1,7.0,False,,False,True,75.068,Canadian Grand Prix,2025,10
0 days 02:11:19.356000,HAM,44,0 days 00:01:15.409000,57.0,3.0,,,0 days 00:00:20.993000,0 days 00:00:23.795000,0 days 00:00:30.621000,0 days 02:10:24.939000,0 days 02:10:48.734000,0 days 02:11:19.355000,253.0,284.0,283.0,310.0,False,HARD,12.0,True,Ferrari,0 days 02:10:03.947000,2025-06-15 19:15:09.002,1,7.0,False,,False,True,75.409,Canadian Grand Prix,2025,10
0 days 02:12:34.523000,HAM,44,0 days 00:01:15.167000,58.0,3.0,,,0 days 00:00:20.957000,0 days 00:00:23.731000,0 days 00:00:30.479000,0 days 02:11:40.312000,0 days 02:12:04.043000,0 days 02:12:34.522000,,285.0,283.0,309.0,False,HARD,13.0,True,Ferrari,0 days 02:11:19.356000,2025-06-15 19:16:24.411,1,7.0,False,,False,True,75.167,Canadian Grand Prix,2025,10
0 days 02:13:49.792000,HAM,44,0 days 00:01:15.269000,59.0,3.0,,,0 days 00:00:21.022000,0 days 00:00:23.776000,0 days 00:00:30.471000,0 days 02:12:55.544000,0 days 02:13:19.320000,0 days 02:13:49.791000,252.0,284.0,283.0,310.0,False,HARD,14.0,True,Ferrari,0 days 02:12:34.523000,2025-06-15 19:17:39.578,1,7.0,False,,False,True,75.269,Canadian Grand Prix,2025,10
0 days 02:15:05.019000,HAM,44,0 days 00:01:15.227000,60.0,3.0,,,0 days 00:00:21.007000,0 days 00:00:23.801000,0 days 00:00:30.419000,0 days 02:14:10.798000,0 days 02:14:34.599000,0 days 02:15:05.018000,253.0,285.0,284.0,311.0,False,HARD,15.0,True,Ferrari,0 days 02:13:49.792000,2025-06-15 19:18:54.847,1,7.0,False,,False,True,75.227,Canadian Grand Prix,2025,10
0 days 02:16:20.947000,HAM,44,0 days 00:01:15.928000,61.0,3.0,,,0 days 00:00:20.954000,0 days 00:00:24.445000,0 days 00:00:30.529000,0 days 02:15:25.972000,0 days 02:15:50.417000,0 days 02:16:20.946000,,279.0,284.0,308.0,False,HARD,16.0,True,Ferrari,0 days 02:15:05.019000,2025-06-15 19:20:10.074,1,7.0,False,,False,True,75.928,Canadian Grand Prix,2025,10
0 days 02:17:35.908000,HAM,44,0 days 00:01:14.961000,62.0,3.0,,,0 days 00:00:20.915000,0 days 00:00:23.730000,0 days 00:00:30.316000,0 days 02:16:41.861000,0 days 02:17:05.591000,0 days 02:17:35.907000,,286.0,285.0,309.0,True,HARD,17.0,True,Ferrari,0 days 02:16:20.947000,2025-06-15 19:21:26.002,1,7.0,False,,False,True,74.961,Canadian Grand Prix,2025,10
0 days 02:18:51.081000,HAM,44,0 days 00:01:15.173000,63.0,3.0,,,0 days 00:00:20.954000,0 days 00:00:23.768000,0 days 00:00:30.451000,0 days 02:17:56.861000,0 days 02:18:20.629000,0 days 02:18:51.080000,,284.0,284.0,308.0,False,HARD,18.0,True,Ferrari,0 days 02:17:35.908000,2025-06-15 19:22:40.963,1,7.0,False,,False,True,75.173,Canadian Grand Prix,2025,10
0 days 02:20:05.886000,HAM,44,0 days 00:01:14.805000,64.0,3.0,,,0 days 00:00:20.831000,0 days 00:00:23.632000,0 days 00:00:30.342000,0 days 02:19:11.911000,0 days 02:19:35.543000,0 days 02:20:05.885000,,285.0,285.0,310.0,True,HARD,19.0,True,Ferrari,0 days 02:18:51.081000,2025-06-15 19:23:56.136,1,7.0,False,,False,True,74.805,Canadian Grand Prix,2025,10
0 days 02:21:21.065000,HAM,44,0 days 00:01:15.179000,65.0,3.0,,,0 days 00:00:20.943000,0 days 00:00:23.643000,0 days 00:00:30.593000,0 days 02:20:26.828000,0 days 02:20:50.471000,0 days 02:21:21.064000,,287.0,285.0,310.0,False,HARD,20.0,True,Ferrari,0 days 02:20:05.886000,2025-06-15 19:25:10.941,1,7.0,False,,False,True,75.179,Canadian Grand Prix,2025,10
0 days 02:22:43.473000,HAM,44,0 days 00:01:22.408000,66.0,3.0,,,0 days 00:00:20.922000,0 days 00:00:23.688000,0 days 00:00:37.798000,0 days 02:21:41.986000,0 days 02:22:05.674000,0 days 02:22:43.472000,,286.0,143.0,311.0,False,HARD,21.0,True,Ferrari,0 days 02:21:21.065000,2025-06-15 19:26:26.120,124,7.0,False,,False,False,82.408,Canadian Grand Prix,2025,10
0 days 01:14:35.766000,HAM,44,0 days 00:01:50.441000,2.0,1.0,,,0 days 00:00:22.822000,0 days 00:00:53.146000,0 days 00:00:34.473000,0 days 01:13:08.131000,0 days 01:14:01.277000,0 days 01:14:35.750000,84.0,142.0,181.0,160.0,True,MEDIUM,2.0,True,Ferrari,0 days 01:12:45.325000,2025-06-29 13:19:38.118,4,4.0,False,,False,False,110.441,Austrian Grand Prix,2025,11
0 days 01:16:26.378000,HAM,44,0 days 00:01:50.612000,3.0,1.0,,,0 days 00:00:25.667000,0 days 00:00:50.668000,0 days 00:00:34.277000,0 days 01:15:01.417000,0 days 01:15:52.085000,0 days 01:16:26.362000,112.0,155.0,273.0,149.0,False,MEDIUM,3.0,True,Ferrari,0 days 01:14:35.766000,2025-06-29 13:21:28.559,41,4.0,False,,False,False,110.612,Austrian Grand Prix,2025,11
0 days 01:17:37.778000,HAM,44,0 days 00:01:11.400000,4.0,1.0,,,0 days 00:00:17.687000,0 days 00:00:32.238000,0 days 00:00:21.475000,0 days 01:16:44.049000,0 days 01:17:16.287000,0 days 01:17:37.762000,295.0,223.0,274.0,286.0,True,MEDIUM,4.0,True,Ferrari,0 days 01:16:26.378000,2025-06-29 13:23:19.171,1,4.0,False,,False,True,71.4,Austrian Grand Prix,2025,11
0 days 01:18:48.492000,HAM,44,0 days 00:01:10.714000,5.0,1.0,,,0 days 00:00:17.441000,0 days 00:00:31.691000,0 days 00:00:21.582000,0 days 01:17:55.203000,0 days 01:18:26.894000,0 days 01:18:48.476000,307.0,221.0,274.0,289.0,True,MEDIUM,5.0,True,Ferrari,0 days 01:17:37.778000,2025-06-29 13:24:30.571,1,4.0,False,,False,True,70.714,Austrian Grand Prix,2025,11
0 days 01:19:58.801000,HAM,44,0 days 00:01:10.309000,6.0,1.0,,,0 days 00:00:17.485000,0 days 00:00:31.386000,0 days 00:00:21.438000,0 days 01:19:05.961000,0 days 01:19:37.347000,0 days 01:19:58.785000,303.0,224.0,274.0,298.0,True,MEDIUM,6.0,True,Ferrari,0 days 01:18:48.492000,2025-06-29 13:25:41.285,1,4.0,False,,False,True,70.309,Austrian Grand Prix,2025,11
0 days 01:21:09.353000,HAM,44,0 days 00:01:10.552000,7.0,1.0,,,0 days 00:00:17.643000,0 days 00:00:31.378000,0 days 00:00:21.531000,0 days 01:20:16.428000,0 days 01:20:47.806000,0 days 01:21:09.337000,294.0,223.0,271.0,292.0,False,MEDIUM,7.0,True,Ferrari,0 days 01:19:58.801000,2025-06-29 13:26:51.594,1,4.0,False,,False,True,70.552,Austrian Grand Prix,2025,11
0 days 01:22:19.523000,HAM,44,0 days 00:01:10.170000,8.0,1.0,,,0 days 00:00:17.546000,0 days 00:00:31.271000,0 days 00:00:21.353000,0 days 01:21:26.883000,0 days 01:21:58.154000,0 days 01:22:19.507000,296.0,222.0,273.0,293.0,True,MEDIUM,8.0,True,Ferrari,0 days 01:21:09.353000,2025-06-29 13:28:02.146,1,4.0,False,,False,True,70.17,Austrian Grand Prix,2025,11
0 days 01:23:30.069000,HAM,44,0 days 00:01:10.546000,9.0,1.0,,,0 days 00:00:17.615000,0 days 00:00:31.489000,0 days 00:00:21.442000,0 days 01:22:37.122000,0 days 01:23:08.611000,0 days 01:23:30.053000,294.0,222.0,272.0,292.0,False,MEDIUM,9.0,True,Ferrari,0 days 01:22:19.523000,2025-06-29 13:29:12.316,1,4.0,False,,False,True,70.546,Austrian Grand Prix,2025,11
0 days 01:24:41.402000,HAM,44,0 days 00:01:11.333000,10.0,1.0,,,0 days 00:00:17.699000,0 days 00:00:31.282000,0 days 00:00:22.352000,0 days 01:23:47.752000,0 days 01:24:19.034000,0 days 01:24:41.386000,296.0,225.0,247.0,297.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:23:30.069000,2025-06-29 13:30:22.862,1,4.0,False,,False,True,71.333,Austrian Grand Prix,2025,11
0 days 01:25:52.571000,HAM,44,0 days 00:01:11.169000,11.0,1.0,,,0 days 00:00:18.068000,0 days 00:00:31.540000,0 days 00:00:21.561000,0 days 01:24:59.454000,0 days 01:25:30.994000,0 days 01:25:52.555000,297.0,223.0,272.0,293.0,False,MEDIUM,11.0,True,Ferrari,0 days 01:24:41.402000,2025-06-29 13:31:34.195,1,4.0,False,,False,True,71.169,Austrian Grand Prix,2025,11
0 days 01:27:03.462000,HAM,44,0 days 00:01:10.891000,12.0,1.0,,,0 days 00:00:17.730000,0 days 00:00:31.447000,0 days 00:00:21.714000,0 days 01:26:10.285000,0 days 01:26:41.732000,0 days 01:27:03.446000,294.0,222.0,271.0,291.0,False,MEDIUM,12.0,True,Ferrari,0 days 01:25:52.571000,2025-06-29 13:32:45.364,1,4.0,False,,False,True,70.891,Austrian Grand Prix,2025,11
0 days 01:28:14.176000,HAM,44,0 days 00:01:10.714000,13.0,1.0,,,0 days 00:00:17.766000,0 days 00:00:31.430000,0 days 00:00:21.518000,0 days 01:27:21.212000,0 days 01:27:52.642000,0 days 01:28:14.160000,293.0,222.0,272.0,294.0,False,MEDIUM,13.0,True,Ferrari,0 days 01:27:03.462000,2025-06-29 13:33:56.255,1,4.0,False,,False,True,70.714,Austrian Grand Prix,2025,11
0 days 01:29:24.877000,HAM,44,0 days 00:01:10.701000,14.0,1.0,,,0 days 00:00:17.704000,0 days 00:00:31.331000,0 days 00:00:21.666000,0 days 01:28:31.864000,0 days 01:29:03.195000,0 days 01:29:24.861000,298.0,222.0,271.0,296.0,False,MEDIUM,14.0,True,Ferrari,0 days 01:28:14.176000,2025-06-29 13:35:06.969,1,4.0,False,,False,True,70.701,Austrian Grand Prix,2025,11
0 days 01:30:35.594000,HAM,44,0 days 00:01:10.717000,15.0,1.0,,,0 days 00:00:17.694000,0 days 00:00:31.471000,0 days 00:00:21.552000,0 days 01:29:42.555000,0 days 01:30:14.026000,0 days 01:30:35.578000,296.0,222.0,271.0,293.0,False,MEDIUM,15.0,True,Ferrari,0 days 01:29:24.877000,2025-06-29 13:36:17.670,1,4.0,False,,False,True,70.717,Austrian Grand Prix,2025,11
0 days 01:31:46.603000,HAM,44,0 days 00:01:11.009000,16.0,1.0,,,0 days 00:00:17.725000,0 days 00:00:31.641000,0 days 00:00:21.643000,0 days 01:30:53.303000,0 days 01:31:24.944000,0 days 01:31:46.587000,,222.0,271.0,294.0,False,MEDIUM,16.0,True,Ferrari,0 days 01:30:35.594000,2025-06-29 13:37:28.387,1,4.0,False,,False,True,71.009,Austrian Grand Prix,2025,11
0 days 01:32:57.667000,HAM,44,0 days 00:01:11.064000,17.0,1.0,,,0 days 00:00:17.785000,0 days 00:00:31.619000,0 days 00:00:21.660000,0 days 01:32:04.372000,0 days 01:32:35.991000,0 days 01:32:57.651000,298.0,222.0,272.0,294.0,False,MEDIUM,17.0,True,Ferrari,0 days 01:31:46.603000,2025-06-29 13:38:39.396,1,4.0,False,,False,True,71.064,Austrian Grand Prix,2025,11
0 days 01:34:08.719000,HAM,44,0 days 00:01:11.052000,18.0,1.0,,,0 days 00:00:17.809000,0 days 00:00:31.636000,0 days 00:00:21.607000,0 days 01:33:15.460000,0 days 01:33:47.096000,0 days 01:34:08.703000,297.0,221.0,272.0,292.0,False,MEDIUM,18.0,True,Ferrari,0 days 01:32:57.667000,2025-06-29 13:39:50.460,1,4.0,False,,False,True,71.052,Austrian Grand Prix,2025,11
0 days 01:35:19.530000,HAM,44,0 days 00:01:10.811000,19.0,1.0,,,0 days 00:00:17.659000,0 days 00:00:31.590000,0 days 00:00:21.562000,0 days 01:34:26.362000,0 days 01:34:57.952000,0 days 01:35:19.514000,299.0,222.0,273.0,294.0,False,MEDIUM,19.0,True,Ferrari,0 days 01:34:08.719000,2025-06-29 13:41:01.512,1,4.0,False,,False,True,70.811,Austrian Grand Prix,2025,11
0 days 01:36:30.472000,HAM,44,0 days 00:01:10.942000,20.0,1.0,,,0 days 00:00:17.756000,0 days 00:00:31.523000,0 days 00:00:21.663000,0 days 01:35:37.270000,0 days 01:36:08.793000,0 days 01:36:30.456000,295.0,220.0,272.0,292.0,False,MEDIUM,20.0,True,Ferrari,0 days 01:35:19.530000,2025-06-29 13:42:12.323,1,4.0,False,,False,True,70.942,Austrian Grand Prix,2025,11
0 days 01:37:42.200000,HAM,44,0 days 00:01:11.728000,21.0,1.0,,,0 days 00:00:17.704000,0 days 00:00:32.107000,0 days 00:00:21.917000,0 days 01:36:48.160000,0 days 01:37:20.267000,0 days 01:37:42.184000,300.0,213.0,271.0,297.0,False,MEDIUM,21.0,True,Ferrari,0 days 01:36:30.472000,2025-06-29 13:43:23.265,1,3.0,False,,False,True,71.728,Austrian Grand Prix,2025,11
0 days 01:38:53.270000,HAM,44,0 days 00:01:11.070000,22.0,1.0,,,0 days 00:00:17.715000,0 days 00:00:31.620000,0 days 00:00:21.735000,0 days 01:37:59.899000,0 days 01:38:31.519000,0 days 01:38:53.254000,298.0,222.0,271.0,296.0,False,MEDIUM,22.0,True,Ferrari,0 days 01:37:42.200000,2025-06-29 13:44:34.993,1,3.0,False,,False,True,71.07,Austrian Grand Prix,2025,11
0 days 01:40:04.647000,HAM,44,0 days 00:01:11.377000,23.0,1.0,,,0 days 00:00:17.757000,0 days 00:00:31.745000,0 days 00:00:21.875000,0 days 01:39:11.011000,0 days 01:39:42.756000,0 days 01:40:04.631000,297.0,220.0,271.0,293.0,False,MEDIUM,23.0,True,Ferrari,0 days 01:38:53.270000,2025-06-29 13:45:46.063,1,3.0,False,,False,True,71.377,Austrian Grand Prix,2025,11
0 days 01:41:15.779000,HAM,44,0 days 00:01:11.132000,24.0,1.0,,,0 days 00:00:17.764000,0 days 00:00:31.688000,0 days 00:00:21.680000,0 days 01:40:22.395000,0 days 01:40:54.083000,0 days 01:41:15.763000,300.0,217.0,271.0,297.0,False,MEDIUM,24.0,True,Ferrari,0 days 01:40:04.647000,2025-06-29 13:46:57.440,1,3.0,False,,False,True,71.132,Austrian Grand Prix,2025,11
0 days 01:42:27.367000,HAM,44,0 days 00:01:11.588000,25.0,1.0,,,0 days 00:00:17.936000,0 days 00:00:31.884000,0 days 00:00:21.768000,0 days 01:41:33.699000,0 days 01:42:05.583000,0 days 01:42:27.351000,295.0,221.0,269.0,294.0,False,MEDIUM,25.0,True,Ferrari,0 days 01:41:15.779000,2025-06-29 13:48:08.572,1,1.0,False,,False,True,71.588,Austrian Grand Prix,2025,11
0 days 01:46:19.138000,HAM,44,0 days 00:01:10.230000,28.0,2.0,,,0 days 00:00:17.453000,0 days 00:00:31.127000,0 days 00:00:21.650000,0 days 01:45:26.345000,0 days 01:45:57.472000,0 days 01:46:19.122000,302.0,224.0,281.0,294.0,False,HARD,2.0,True,Ferrari,0 days 01:45:08.908000,2025-06-29 13:52:01.701,1,6.0,False,,False,True,70.23,Austrian Grand Prix,2025,11
0 days 01:47:29.791000,HAM,44,0 days 00:01:10.653000,29.0,2.0,,,0 days 00:00:17.791000,0 days 00:00:31.393000,0 days 00:00:21.469000,0 days 01:46:36.913000,0 days 01:47:08.306000,0 days 01:47:29.775000,315.0,229.0,273.0,310.0,False,HARD,3.0,True,Ferrari,0 days 01:46:19.138000,2025-06-29 13:53:11.931,1,4.0,False,,False,True,70.653,Austrian Grand Prix,2025,11
0 days 01:48:39.966000,HAM,44,0 days 00:01:10.175000,30.0,2.0,,,0 days 00:00:17.511000,0 days 00:00:31.219000,0 days 00:00:21.445000,0 days 01:47:47.286000,0 days 01:48:18.505000,0 days 01:48:39.950000,296.0,226.0,273.0,296.0,False,HARD,4.0,True,Ferrari,0 days 01:47:29.791000,2025-06-29 13:54:22.584,12,4.0,False,,False,True,70.175,Austrian Grand Prix,2025,11
0 days 01:49:49.945000,HAM,44,0 days 00:01:09.979000,31.0,2.0,,,0 days 00:00:17.584000,0 days 00:00:31.177000,0 days 00:00:21.218000,0 days 01:48:57.534000,0 days 01:49:28.711000,0 days 01:49:49.929000,,225.0,274.0,292.0,True,HARD,5.0,True,Ferrari,0 days 01:48:39.966000,2025-06-29 13:55:32.759,1,4.0,False,,False,True,69.979,Austrian Grand Prix,2025,11
0 days 01:50:59.878000,HAM,44,0 days 00:01:09.933000,32.0,2.0,,,0 days 00:00:17.627000,0 days 00:00:31.227000,0 days 00:00:21.079000,0 days 01:50:07.556000,0 days 01:50:38.783000,0 days 01:50:59.862000,293.0,226.0,275.0,291.0,True,HARD,6.0,True,Ferrari,0 days 01:49:49.945000,2025-06-29 13:56:42.738,1,4.0,False,,False,True,69.933,Austrian Grand Prix,2025,11
0 days 01:52:09.742000,HAM,44,0 days 00:01:09.864000,33.0,2.0,,,0 days 00:00:17.649000,0 days 00:00:31.046000,0 days 00:00:21.169000,0 days 01:51:17.511000,0 days 01:51:48.557000,0 days 01:52:09.726000,294.0,226.0,273.0,292.0,True,HARD,7.0,True,Ferrari,0 days 01:50:59.878000,2025-06-29 13:57:52.671,1,4.0,False,,False,True,69.864,Austrian Grand Prix,2025,11
0 days 01:53:19.511000,HAM,44,0 days 00:01:09.769000,34.0,2.0,,,0 days 00:00:17.479000,0 days 00:00:31.156000,0 days 00:00:21.134000,0 days 01:52:27.205000,0 days 01:52:58.361000,0 days 01:53:19.495000,299.0,229.0,273.0,295.0,True,HARD,8.0,True,Ferrari,0 days 01:52:09.742000,2025-06-29 13:59:02.535,1,4.0,False,,False,True,69.769,Austrian Grand Prix,2025,11
0 days 01:54:29.472000,HAM,44,0 days 00:01:09.961000,35.0,2.0,,,0 days 00:00:17.557000,0 days 00:00:31.210000,0 days 00:00:21.194000,0 days 01:53:37.052000,0 days 01:54:08.262000,0 days 01:54:29.456000,296.0,225.0,274.0,294.0,False,HARD,9.0,True,Ferrari,0 days 01:53:19.511000,2025-06-29 14:00:12.304,1,4.0,False,,False,True,69.961,Austrian Grand Prix,2025,11
0 days 01:55:38.897000,HAM,44,0 days 00:01:09.425000,36.0,2.0,,,0 days 00:00:17.453000,0 days 00:00:30.941000,0 days 00:00:21.031000,0 days 01:54:46.909000,0 days 01:55:17.850000,0 days 01:55:38.881000,301.0,227.0,275.0,298.0,True,HARD,10.0,True,Ferrari,0 days 01:54:29.472000,2025-06-29 14:01:22.265,1,4.0,False,,False,True,69.425,Austrian Grand Prix,2025,11
0 days 01:56:48.562000,HAM,44,0 days 00:01:09.665000,37.0,2.0,,,0 days 00:00:17.494000,0 days 00:00:31.060000,0 days 00:00:21.111000,0 days 01:55:56.375000,0 days 01:56:27.435000,0 days 01:56:48.546000,296.0,226.0,275.0,295.0,False,HARD,11.0,True,Ferrari,0 days 01:55:38.897000,2025-06-29 14:02:31.690,1,4.0,False,,False,True,69.665,Austrian Grand Prix,2025,11
0 days 01:57:57.881000,HAM,44,0 days 00:01:09.319000,38.0,2.0,,,0 days 00:00:17.367000,0 days 00:00:30.841000,0 days 00:00:21.111000,0 days 01:57:05.913000,0 days 01:57:36.754000,0 days 01:57:57.865000,300.0,229.0,274.0,297.0,True,HARD,12.0,True,Ferrari,0 days 01:56:48.562000,2025-06-29 14:03:41.355,1,4.0,False,,False,True,69.319,Austrian Grand Prix,2025,11
0 days 01:59:07.936000,HAM,44,0 days 00:01:10.055000,39.0,2.0,,,0 days 00:00:17.576000,0 days 00:00:31.164000,0 days 00:00:21.315000,0 days 01:58:15.441000,0 days 01:58:46.605000,0 days 01:59:07.920000,296.0,225.0,274.0,295.0,False,HARD,13.0,True,Ferrari,0 days 01:57:57.881000,2025-06-29 14:04:50.674,1,4.0,False,,False,True,70.055,Austrian Grand Prix,2025,11
0 days 02:00:17.577000,HAM,44,0 days 00:01:09.641000,40.0,2.0,,,0 days 00:00:17.367000,0 days 00:00:31.087000,0 days 00:00:21.187000,0 days 01:59:25.287000,0 days 01:59:56.374000,0 days 02:00:17.561000,304.0,228.0,273.0,300.0,False,HARD,14.0,True,Ferrari,0 days 01:59:07.936000,2025-06-29 14:06:00.729,1,4.0,False,,False,True,69.641,Austrian Grand Prix,2025,11
0 days 02:01:27.683000,HAM,44,0 days 00:01:10.106000,41.0,2.0,,,0 days 00:00:17.530000,0 days 00:00:31.268000,0 days 00:00:21.308000,0 days 02:00:35.091000,0 days 02:01:06.359000,0 days 02:01:27.667000,297.0,224.0,275.0,295.0,False,HARD,15.0,True,Ferrari,0 days 02:00:17.577000,2025-06-29 14:07:10.370,1,4.0,False,,False,True,70.106,Austrian Grand Prix,2025,11
