"...1","Base","Extension1","Extnesion2","crps_skewt","arima_results[[3]]"
1,0.201120104710358,0.201265515236882,0.219803354109914,0.184444505966592,0.2706745260827068
2,0.376746112647307,0.391009958412407,0.395540986996032,0.31564454228797,0.4477505367066826
3,0.112394742848165,0.114761808608906,0.118969215528671,0.105763557236868,0.14786472886306673
